Requisition,Questionnaire_for_External_Career_Sites_Reference,Questionnaire_for_Internal_Career_Site_Reference,Supervisory_Organization_Reference,Position_Reference,Spotlight_Job,Scheduled_Weekly_Hours,Time_Type_Reference,Primary_Job_Posting_Location_Reference,Primary_Location_Reference,Position_Worker_Type_Reference,Worker_Type_Reference,Job_Profile_Reference,Target_Hire_Date,Recruiting_Start_Date,Job_Requisition_Status_Reference,DateCreated_TaylorMorrisonDatalake,DateModified_TaylorMorrisonDatalake,RequisitionReason
RW1718,,,"[{""@wd:type"":""WID"",""#text"":""1e0e0f177e3001daff59f3baa7174e6f""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP-ORG-443""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801cb3ea5bee27f00ed43""},{""@wd:type"":""Position_ID"",""#text"":""WL557874""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d76b6b9545bb2""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Phoenix""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d76b6b9545bb2""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Phoenix""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1717,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586735ea8ca6b0b""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Denver Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801fe14cb96ca7800142d""},{""@wd:type"":""Position_ID"",""#text"":""WL557279""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1716,,,"[{""@wd:type"":""WID"",""#text"":""94e5cb5242970160fbbc5487f9820860""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Denver Purchasing Team""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801a9dd878cca7800082d""},{""@wd:type"":""Position_ID"",""#text"":""WL557957""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1715,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801fc42aa88666001cecc""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Denver Land Development""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578010d368881ca7800fc2c""},{""@wd:type"":""Position_ID"",""#text"":""WL558502""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1714,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca3868010946553c845f019ccb""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Denver Controller""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801d626a677ca7800f02c""},{""@wd:type"":""Position_ID"",""#text"":""WL558002""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1713,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca3868010946553c845f019ccb""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Denver Controller""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578012df4356dca7800e42c""},{""@wd:type"":""Position_ID"",""#text"":""WL557359""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1712,,,"[{""@wd:type"":""WID"",""#text"":""31786e1dc5af1049951d019d53a300da""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Treasury & Accounts Payable Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e5780109372c6d24d000c65e""},{""@wd:type"":""Position_ID"",""#text"":""WL558658""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1710,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801793e9c6c6cff01193c""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Information Technology Support Ops""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801b615416224d000ba5e""},{""@wd:type"":""Position_ID"",""#text"":""WL558483""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1709,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801793e9c6c6cff01193c""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Information Technology Support Ops""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801e3ad3d5724d000ae5e""},{""@wd:type"":""Position_ID"",""#text"":""WL558453""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1708,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102915863b63af406ad2""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP709626""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e5780165995a4c24d000a25e""},{""@wd:type"":""Position_ID"",""#text"":""WL555757""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1707,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051029158633b3cd286ac9""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP709788""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e5780141e42d4224d000945e""},{""@wd:type"":""Position_ID"",""#text"":""WL557404""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""8ce1be24e0e743929d9ae78aa55bad04""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""CLOSED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1706,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca3868018bbbf1df04ff01df3a""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""People Services Partners A""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578018c55ec3724d000885e""},{""@wd:type"":""Position_ID"",""#text"":""WL558114""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1704,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586525a35526ae4""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP708787""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801b2b19f2d24d0007c5e""},{""@wd:type"":""Position_ID"",""#text"":""WL557477""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1703,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca3868017c2873fb3cff01d23b""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Total Rewards Compensation Support""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578014c47282224d000705e""},{""@wd:type"":""Position_ID"",""#text"":""WL556128""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1702,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102915868f7d0fd46b2c""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP709396""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578018ead801724d000625e""},{""@wd:type"":""Position_ID"",""#text"":""WL558563""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1701,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586dd8393236b9e""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Denver Purchasing Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e5780155782263ca7800d82c""},{""@wd:type"":""Position_ID"",""#text"":""WL558085""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1700,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801163a8ac4ccff017d3c""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Information Technology Support Ops A""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801643b620c24d000565e""},{""@wd:type"":""Position_ID"",""#text"":""WL558480""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
